,yes-sentiment,yes-aspect,no-sentiment,no-aspect,category,hotel_id,cpt,Total,fileId,iId
94_11,0,2,2,0,room,16,1,4,94,11
94_12,2,0,0,2,room,16,1,4,94,12
94_13,1,2,1,0,room,16,1,4,94,13
94_14,0,2,2,0,room,16,1,4,94,14
94_15,2,1,0,1,room,16,1,4,94,15
94_16,2,1,0,1,room,16,1,4,94,16
94_17,2,0,0,2,room,16,1,4,94,17
94_18,0,2,2,0,room,16,1,4,94,18
94_19,1,2,1,0,room,16,1,4,94,19
94_20,2,1,0,1,room,16,2,4,94,20
94_21,2,0,0,2,room,16,2,4,94,21
94_22,2,1,0,1,room,16,2,4,94,22
94_23,2,2,0,0,room,16,2,4,94,23
94_24,2,2,0,0,room,16,2,4,94,24
94_25,2,2,0,0,room,16,2,4,94,25
94_26,0,1,2,1,room,16,2,4,94,26
94_27,0,0,2,2,room,16,2,4,94,27
94_28,0,0,2,2,room,16,2,4,94,28
94_29,2,1,0,1,room,16,2,4,94,29
94_30,2,2,0,0,room,16,3,4,94,30
94_31,2,2,0,0,room,16,3,4,94,31
94_32,2,2,0,0,room,16,3,4,94,32
94_33,2,2,0,0,room,16,3,4,94,33
94_34,2,2,0,0,room,16,3,4,94,34
94_35,2,2,0,0,room,16,3,4,94,35
94_36,2,2,0,0,room,16,3,4,94,36
94_37,0,1,2,1,room,16,3,4,94,37
94_38,2,1,0,1,room,16,3,4,94,38
94_39,1,0,1,2,room,16,3,4,94,39
95_0,2,2,0,0,facility,305,0,4,95,0
95_1,1,1,1,1,facility,305,0,4,95,1
95_2,2,2,0,0,facility,305,0,4,95,2
95_3,2,2,0,0,facility,305,0,4,95,3
95_4,2,1,0,1,facility,305,0,4,95,4
95_5,2,1,0,1,facility,305,0,4,95,5
95_6,2,1,0,1,facility,305,0,4,95,6
95_7,2,2,0,0,facility,305,0,4,95,7
95_8,2,1,0,1,facility,305,0,4,95,8
95_9,2,2,0,0,facility,305,0,4,95,9
95_10,2,0,0,2,facility,305,1,4,95,10
95_11,0,1,2,1,facility,305,1,4,95,11
95_12,1,1,1,1,facility,305,1,4,95,12
95_13,2,1,0,1,facility,305,1,4,95,13
95_14,0,2,2,0,facility,305,1,4,95,14
95_15,2,2,0,0,facility,305,1,4,95,15
95_16,2,2,0,0,facility,305,1,4,95,16
95_17,2,2,0,0,facility,305,1,4,95,17
95_18,2,1,0,1,facility,305,1,4,95,18
95_19,2,1,0,1,facility,305,1,4,95,19
96_0,2,2,0,0,reception,305,0,4,96,0
96_1,2,2,0,0,reception,305,0,4,96,1
96_2,1,0,1,2,reception,305,0,4,96,2
96_3,2,2,0,0,reception,305,0,4,96,3
96_4,2,2,0,0,reception,305,0,4,96,4
96_5,2,2,0,0,reception,305,0,4,96,5
96_6,2,2,0,0,reception,305,0,4,96,6
96_7,2,2,0,0,reception,305,0,4,96,7
96_8,2,2,0,0,reception,305,0,4,96,8
96_9,2,2,0,0,reception,305,0,4,96,9
96_10,1,1,1,1,reception,305,1,4,96,10
96_11,2,1,0,1,reception,305,1,4,96,11
96_12,2,0,0,2,reception,305,1,4,96,12
96_13,0,2,2,0,reception,305,1,4,96,13
96_14,2,2,0,0,reception,305,1,4,96,14
96_15,2,2,0,0,reception,305,1,4,96,15
96_16,2,2,0,0,reception,305,1,4,96,16
96_17,0,2,2,0,reception,305,1,4,96,17
96_18,0,0,2,2,reception,305,1,4,96,18
96_19,2,2,0,0,reception,305,1,4,96,19
97_0,2,2,0,0,renovation_room,305,0,4,97,0
97_1,2,2,0,0,renovation_room,305,0,4,97,1
97_2,1,2,1,0,renovation_room,305,0,4,97,2
97_3,2,2,0,0,renovation_room,305,0,4,97,3
97_4,2,2,0,0,renovation_room,305,0,4,97,4
97_5,2,2,0,0,renovation_room,305,0,4,97,5
97_6,1,2,1,0,renovation_room,305,0,4,97,6
97_7,1,2,1,0,renovation_room,305,0,4,97,7
97_8,0,2,2,0,renovation_room,305,0,4,97,8
97_9,2,2,0,0,renovation_room,305,0,4,97,9
97_10,2,2,0,0,renovation_room,305,1,4,97,10
97_11,2,2,0,0,renovation_room,305,1,4,97,11
97_12,2,2,0,0,renovation_room,305,1,4,97,12
97_13,2,2,0,0,renovation_room,305,1,4,97,13
97_14,2,2,0,0,renovation_room,305,1,4,97,14
97_15,2,2,0,0,renovation_room,305,1,4,97,15
97_16,1,2,1,0,renovation_room,305,1,4,97,16
97_17,2,2,0,0,renovation_room,305,1,4,97,17
97_18,0,2,2,0,renovation_room,305,1,4,97,18
97_19,0,2,2,0,renovation_room,305,1,4,97,19
98_0,2,2,0,0,restaurant,305,0,4,98,0
98_1,1,1,1,1,restaurant,305,0,4,98,1
98_2,2,0,0,2,restaurant,305,0,4,98,2
98_3,2,0,0,2,restaurant,305,0,4,98,3
98_4,2,2,0,0,restaurant,305,0,4,98,4
98_5,2,1,0,1,restaurant,305,0,4,98,5
98_6,2,0,0,2,restaurant,305,0,4,98,6
98_7,2,0,0,2,restaurant,305,0,4,98,7
98_8,2,0,0,2,restaurant,305,0,4,98,8
98_9,2,2,0,0,restaurant,305,0,4,98,9
98_10,0,2,2,0,restaurant,305,1,4,98,10
98_11,2,0,0,2,restaurant,305,1,4,98,11
98_12,0,2,2,0,restaurant,305,1,4,98,12
98_13,2,1,0,1,restaurant,305,1,4,98,13
98_14,2,1,0,1,restaurant,305,1,4,98,14
98_15,1,1,1,1,restaurant,305,1,4,98,15
98_16,1,0,1,2,restaurant,305,1,4,98,16
98_17,2,0,0,2,restaurant,305,1,4,98,17
98_18,0,0,2,2,restaurant,305,1,4,98,18
98_19,2,0,0,2,restaurant,305,1,4,98,19
99_0,2,2,0,0,room,305,0,4,99,0
99_1,2,2,0,0,room,305,0,4,99,1
99_2,2,2,0,0,room,305,0,4,99,2
99_3,2,2,0,0,room,305,0,4,99,3
99_4,1,1,1,1,room,305,0,4,99,4
99_5,2,2,0,0,room,305,0,4,99,5
99_6,2,2,0,0,room,305,0,4,99,6
99_7,2,2,0,0,room,305,0,4,99,7
99_8,2,2,0,0,room,305,0,4,99,8
99_9,2,2,0,0,room,305,0,4,99,9
99_10,1,1,1,1,room,305,1,4,99,10
99_11,1,2,1,0,room,305,1,4,99,11
99_12,0,2,2,0,room,305,1,4,99,12
99_13,2,1,0,1,room,305,1,4,99,13
99_14,0,0,2,2,room,305,1,4,99,14
99_15,0,2,2,0,room,305,1,4,99,15
99_16,2,2,0,0,room,305,1,4,99,16
99_17,2,2,0,0,room,305,1,4,99,17
99_18,1,1,1,1,room,305,1,4,99,18
99_19,2,0,0,2,room,305,1,4,99,19
99_20,1,1,1,1,room,305,2,4,99,20
99_21,2,2,0,0,room,305,2,4,99,21
99_22,0,2,2,0,room,305,2,4,99,22
99_23,2,1,0,1,room,305,2,4,99,23
99_24,2,1,0,1,room,305,2,4,99,24
99_25,1,2,1,0,room,305,2,4,99,25
99_26,0,1,2,1,room,305,2,4,99,26
99_27,0,1,2,1,room,305,2,4,99,27
99_28,0,1,2,1,room,305,2,4,99,28
99_29,2,2,0,0,room,305,2,4,99,29
100_0,2,1,0,1,facility,167,0,4,100,0
100_1,0,1,2,1,facility,167,0,4,100,1
100_2,0,1,2,1,facility,167,0,4,100,2
100_3,0,0,2,2,facility,167,0,4,100,3
100_4,2,2,0,0,facility,167,0,4,100,4
100_5,1,2,1,0,facility,167,0,4,100,5
100_6,1,1,1,1,facility,167,0,4,100,6
100_7,2,2,0,0,facility,167,0,4,100,7
100_8,2,2,0,0,facility,167,0,4,100,8
100_9,2,1,0,1,facility,167,0,4,100,9
100_10,2,2,0,0,facility,167,1,4,100,10
100_11,2,2,0,0,facility,167,1,4,100,11
100_12,2,2,0,0,facility,167,1,4,100,12
100_13,2,2,0,0,facility,167,1,4,100,13
100_14,2,2,0,0,facility,167,1,4,100,14
100_15,2,2,0,0,facility,167,1,4,100,15
100_16,2,2,0,0,facility,167,1,4,100,16
100_17,2,0,0,2,facility,167,1,4,100,17
100_18,2,2,0,0,facility,167,1,4,100,18
100_19,2,1,0,1,facility,167,1,4,100,19
101_0,2,1,0,1,reception,167,0,4,101,0
101_1,2,1,0,1,reception,167,0,4,101,1
101_2,0,1,2,1,reception,167,0,4,101,2
101_3,2,1,0,1,reception,167,0,4,101,3
101_4,2,2,0,0,reception,167,0,4,101,4
101_5,2,1,0,1,reception,167,0,4,101,5
101_6,2,1,0,1,reception,167,0,4,101,6
101_7,2,1,0,1,reception,167,0,4,101,7
101_8,0,2,2,0,reception,167,0,4,101,8
101_9,1,1,1,1,reception,167,0,4,101,9
101_10,2,1,0,1,reception,167,1,4,101,10
101_11,2,2,0,0,reception,167,1,4,101,11
101_12,2,1,0,1,reception,167,1,4,101,12
101_13,2,1,0,1,reception,167,1,4,101,13
101_14,2,1,0,1,reception,167,1,4,101,14
101_15,2,1,0,1,reception,167,1,4,101,15
101_16,2,1,0,1,reception,167,1,4,101,16
101_17,2,1,0,1,reception,167,1,4,101,17
101_18,2,1,0,1,reception,167,1,4,101,18
101_19,2,1,0,1,reception,167,1,4,101,19
102_0,2,1,0,1,pool,167,0,4,102,0
102_1,1,2,1,0,pool,167,0,4,102,1
102_2,2,0,0,2,pool,167,0,4,102,2
102_3,0,2,2,0,pool,167,0,4,102,3
102_4,1,2,1,0,pool,167,0,4,102,4
102_5,2,2,0,0,pool,167,0,4,102,5
102_6,2,2,0,0,pool,167,0,4,102,6
102_7,1,2,1,0,pool,167,0,4,102,7
102_8,2,2,0,0,pool,167,0,4,102,8
102_9,2,2,0,0,pool,167,0,4,102,9
102_10,1,1,1,1,pool,167,1,4,102,10
102_11,2,2,0,0,pool,167,1,4,102,11
102_12,2,2,0,0,pool,167,1,4,102,12
102_13,2,2,0,0,pool,167,1,4,102,13
102_14,2,1,0,1,pool,167,1,4,102,14
102_15,2,2,0,0,pool,167,1,4,102,15
102_16,2,2,0,0,pool,167,1,4,102,16
102_17,2,2,0,0,pool,167,1,4,102,17
102_18,2,2,0,0,pool,167,1,4,102,18
102_19,2,2,0,0,pool,167,1,4,102,19
103_0,1,1,1,1,reception,307,0,4,103,0
103_1,2,2,0,0,reception,307,0,4,103,1
103_2,0,1,2,1,reception,307,0,4,103,2
103_3,2,2,0,0,reception,307,0,4,103,3
103_4,2,2,0,0,reception,307,0,4,103,4
103_5,2,2,0,0,reception,307,0,4,103,5
103_6,2,2,0,0,reception,307,0,4,103,6
103_7,0,0,2,2,reception,307,0,4,103,7
103_8,2,1,0,1,reception,307,0,4,103,8
103_9,2,2,0,0,reception,307,0,4,103,9
103_10,2,2,0,0,reception,307,1,4,103,10
103_11,2,0,0,2,reception,307,1,4,103,11
103_12,2,2,0,0,reception,307,1,4,103,12
103_13,2,1,0,1,reception,307,1,4,103,13
103_14,2,1,0,1,reception,307,1,4,103,14
103_15,2,1,0,1,reception,307,1,4,103,15
103_16,2,1,0,1,reception,307,1,4,103,16
103_17,2,2,0,0,reception,307,1,4,103,17
103_18,2,1,0,1,reception,307,1,4,103,18
103_19,2,1,0,1,reception,307,1,4,103,19
104_0,2,2,0,0,renovation_room,307,0,4,104,0
104_1,2,2,0,0,renovation_room,307,0,4,104,1
104_2,2,2,0,0,renovation_room,307,0,4,104,2
104_3,2,1,0,1,renovation_room,307,0,4,104,3
104_4,2,2,0,0,renovation_room,307,0,4,104,4
104_5,1,2,1,0,renovation_room,307,0,4,104,5
104_6,2,2,0,0,renovation_room,307,0,4,104,6
104_7,0,2,2,0,renovation_room,307,0,4,104,7
104_8,0,1,2,1,renovation_room,307,0,4,104,8
104_9,2,2,0,0,renovation_room,307,0,4,104,9
104_10,1,1,1,1,renovation_room,307,1,4,104,10
104_11,1,2,1,0,renovation_room,307,1,4,104,11
104_12,2,2,0,0,renovation_room,307,1,4,104,12
104_13,2,2,0,0,renovation_room,307,1,4,104,13
104_14,2,2,0,0,renovation_room,307,1,4,104,14
104_15,2,2,0,0,renovation_room,307,1,4,104,15
104_16,2,2,0,0,renovation_room,307,1,4,104,16
104_17,2,2,0,0,renovation_room,307,1,4,104,17
105_0,2,1,0,1,restaurant,307,0,4,105,0
105_1,2,2,0,0,restaurant,307,0,4,105,1
105_2,0,2,2,0,restaurant,307,0,4,105,2
105_3,0,1,2,1,restaurant,307,0,4,105,3
105_4,2,2,0,0,restaurant,307,0,4,105,4
105_5,0,1,2,1,restaurant,307,0,4,105,5
105_6,0,2,2,0,restaurant,307,0,4,105,6
105_7,0,1,2,1,restaurant,307,0,4,105,7
105_8,2,2,0,0,restaurant,307,0,4,105,8
105_9,2,1,0,1,restaurant,307,0,4,105,9
105_10,2,2,0,0,restaurant,307,1,4,105,10
105_11,2,1,0,1,restaurant,307,1,4,105,11
105_12,2,2,0,0,restaurant,307,1,4,105,12
105_13,2,2,0,0,restaurant,307,1,4,105,13
105_14,2,2,0,0,restaurant,307,1,4,105,14
105_15,2,1,0,1,restaurant,307,1,4,105,15
105_16,2,1,0,1,restaurant,307,1,4,105,16
105_17,2,1,0,1,restaurant,307,1,4,105,17
105_18,2,2,0,0,restaurant,307,1,4,105,18
105_19,2,2,0,0,restaurant,307,1,4,105,19
106_0,0,0,2,2,facility,163,0,4,106,0
106_1,2,2,0,0,facility,163,0,4,106,1
106_2,2,1,0,1,facility,163,0,4,106,2
106_3,0,0,2,2,facility,163,0,4,106,3
106_4,0,2,2,0,facility,163,0,4,106,4
106_5,2,2,0,0,facility,163,0,4,106,5
106_6,2,1,0,1,facility,163,0,4,106,6
106_7,0,1,2,1,facility,163,0,4,106,7
106_8,2,1,0,1,facility,163,0,4,106,8
106_9,1,0,1,2,facility,163,0,4,106,9
107_0,2,0,0,2,restaurant,163,0,4,107,0
107_1,0,1,2,1,restaurant,163,0,4,107,1
107_2,1,2,1,0,restaurant,163,0,4,107,2
107_3,2,2,0,0,restaurant,163,0,4,107,3
107_4,2,2,0,0,restaurant,163,0,4,107,4
107_5,2,2,0,0,restaurant,163,0,4,107,5
107_6,2,2,0,0,restaurant,163,0,4,107,6
107_7,1,1,1,1,restaurant,163,0,4,107,7
107_8,2,1,0,1,restaurant,163,0,4,107,8
107_9,2,2,0,0,restaurant,163,0,4,107,9
107_10,2,2,0,0,restaurant,163,1,4,107,10
107_11,1,2,1,0,restaurant,163,1,4,107,11
107_12,0,1,2,1,restaurant,163,1,4,107,12
107_13,2,2,0,0,restaurant,163,1,4,107,13
107_14,2,2,0,0,restaurant,163,1,4,107,14
107_15,1,1,1,1,restaurant,163,1,4,107,15
107_16,2,2,0,0,restaurant,163,1,4,107,16
107_17,2,1,0,1,restaurant,163,1,4,107,17
107_18,2,2,0,0,restaurant,163,1,4,107,18
107_19,0,0,2,2,restaurant,163,1,4,107,19
107_20,1,1,1,1,restaurant,163,2,4,107,20
107_21,1,1,1,1,restaurant,163,2,4,107,21
107_22,1,1,1,1,restaurant,163,2,4,107,22
107_23,0,2,2,0,restaurant,163,2,4,107,23
107_24,2,2,0,0,restaurant,163,2,4,107,24
107_25,1,0,1,2,restaurant,163,2,4,107,25
107_26,2,1,0,1,restaurant,163,2,4,107,26
107_27,2,2,0,0,restaurant,163,2,4,107,27
107_28,2,2,0,0,restaurant,163,2,4,107,28
107_29,2,2,0,0,restaurant,163,2,4,107,29
108_0,2,2,0,0,room,163,0,4,108,0
108_1,2,1,0,1,room,163,0,4,108,1
108_2,2,2,0,0,room,163,0,4,108,2
108_3,2,1,0,1,room,163,0,4,108,3
108_4,2,2,0,0,room,163,0,4,108,4
108_5,2,2,0,0,room,163,0,4,108,5
108_6,1,0,1,2,room,163,0,4,108,6
108_7,2,2,0,0,room,163,0,4,108,7
108_8,1,1,1,1,room,163,0,4,108,8
108_9,0,1,2,1,room,163,0,4,108,9
108_10,2,2,0,0,room,163,1,4,108,10
108_11,0,0,2,2,room,163,1,4,108,11
108_12,2,2,0,0,room,163,1,4,108,12
108_13,0,2,2,0,room,163,1,4,108,13
108_14,2,2,0,0,room,163,1,4,108,14
108_15,0,2,2,0,room,163,1,4,108,15
108_16,1,0,1,2,room,163,1,4,108,16
108_17,1,2,1,0,room,163,1,4,108,17
108_18,2,2,0,0,room,163,1,4,108,18
108_19,2,0,0,2,room,163,1,4,108,19
108_20,2,2,0,0,room,163,2,4,108,20
108_21,0,1,2,1,room,163,2,4,108,21
108_22,1,0,1,2,room,163,2,4,108,22
108_23,2,2,0,0,room,163,2,4,108,23
109_0,2,1,0,1,facility,456,0,4,109,0
109_1,2,2,0,0,facility,456,0,4,109,1
109_2,2,2,0,0,facility,456,0,4,109,2
109_3,2,2,0,0,facility,456,0,4,109,3
109_4,1,2,1,0,facility,456,0,4,109,4
109_5,2,2,0,0,facility,456,0,4,109,5
109_6,0,1,2,1,facility,456,0,4,109,6
109_7,2,2,0,0,facility,456,0,4,109,7
109_8,2,2,0,0,facility,456,0,4,109,8
109_9,2,1,0,1,facility,456,0,4,109,9
109_10,0,1,2,1,facility,456,1,4,109,10
109_11,2,2,0,0,facility,456,1,4,109,11
109_12,2,2,0,0,facility,456,1,4,109,12
109_13,2,2,0,0,facility,456,1,4,109,13
109_14,2,2,0,0,facility,456,1,4,109,14
109_15,1,1,1,1,facility,456,1,4,109,15
109_16,2,2,0,0,facility,456,1,4,109,16
109_17,2,2,0,0,facility,456,1,4,109,17
109_18,0,2,2,0,facility,456,1,4,109,18
109_19,2,1,0,1,facility,456,1,4,109,19
110_0,0,1,2,1,restaurant,456,0,4,110,0
110_1,2,1,0,1,restaurant,456,0,4,110,1
110_2,2,1,0,1,restaurant,456,0,4,110,2
110_3,2,0,0,2,restaurant,456,0,4,110,3
110_4,2,0,0,2,restaurant,456,0,4,110,4
110_5,0,2,2,0,restaurant,456,0,4,110,5
110_6,0,1,2,1,restaurant,456,0,4,110,6
110_7,2,0,0,2,restaurant,456,0,4,110,7
110_8,2,0,0,2,restaurant,456,0,4,110,8
110_9,0,1,2,1,restaurant,456,0,4,110,9
110_10,2,0,0,2,restaurant,456,1,4,110,10
110_11,2,0,0,2,restaurant,456,1,4,110,11
110_12,2,0,0,2,restaurant,456,1,4,110,12
110_13,2,1,0,1,restaurant,456,1,4,110,13
110_14,1,2,1,0,restaurant,456,1,4,110,14
110_15,2,0,0,2,restaurant,456,1,4,110,15
110_16,1,2,1,0,restaurant,456,2,4,110,16
110_17,2,2,0,0,restaurant,456,2,4,110,17
110_18,2,0,0,2,restaurant,456,2,4,110,18
110_19,2,0,0,2,restaurant,456,2,4,110,19
110_20,2,0,0,2,restaurant,456,2,4,110,20
110_21,2,1,0,1,restaurant,456,2,4,110,21
110_22,2,2,0,0,restaurant,456,2,4,110,22
110_23,2,2,0,0,restaurant,456,2,4,110,23
110_24,2,0,0,2,restaurant,456,2,4,110,24
110_25,2,0,0,2,restaurant,456,2,4,110,25
111_0,2,2,0,0,room,456,0,4,111,0
111_1,2,2,0,0,room,456,0,4,111,1
111_2,2,0,0,2,room,456,0,4,111,2
111_3,2,2,0,0,room,456,0,4,111,3
111_4,2,2,0,0,room,456,0,4,111,4
111_5,2,2,0,0,room,456,0,4,111,5
111_6,2,2,0,0,room,456,0,4,111,6
111_7,2,2,0,0,room,456,0,4,111,7
111_8,2,2,0,0,room,456,0,4,111,8
111_9,2,2,0,0,room,456,0,4,111,9
111_10,2,1,0,1,room,456,1,4,111,10
111_11,2,0,0,2,room,456,1,4,111,11
111_12,2,2,0,0,room,456,1,4,111,12
111_13,2,2,0,0,room,456,1,4,111,13
111_14,2,2,0,0,room,456,1,4,111,14
111_15,2,2,0,0,room,456,1,4,111,15
111_16,2,2,0,0,room,456,1,4,111,16
111_17,2,2,0,0,room,456,1,4,111,17
111_18,2,2,0,0,room,456,1,4,111,18
111_19,2,2,0,0,room,456,1,4,111,19
112_0,2,1,0,1,reception,259,0,4,112,0
112_1,2,1,0,1,reception,259,0,4,112,1
112_2,2,2,0,0,reception,259,0,4,112,2
112_3,2,2,0,0,reception,259,0,4,112,3
112_4,2,2,0,0,reception,259,0,4,112,4
112_5,2,2,0,0,reception,259,0,4,112,5
112_6,2,2,0,0,reception,259,0,4,112,6
112_7,2,2,0,0,reception,259,0,4,112,7
112_8,2,2,0,0,reception,259,0,4,112,8
112_9,2,2,0,0,reception,259,0,4,112,9
113_0,1,1,1,1,pool,259,0,4,113,0
113_1,2,2,0,0,pool,259,0,4,113,1
113_3,2,2,0,0,pool,259,0,4,113,3
113_4,2,2,0,0,pool,259,0,4,113,4
113_5,1,2,1,0,pool,259,0,4,113,5
113_6,2,2,0,0,pool,259,0,4,113,6
113_7,2,2,0,0,pool,259,0,4,113,7
113_8,2,2,0,0,pool,259,0,4,113,8
113_9,2,2,0,0,pool,259,0,4,113,9
113_10,0,1,2,1,pool,259,1,4,113,10
113_11,2,2,0,0,pool,259,1,4,113,11
113_12,2,1,0,1,pool,259,1,4,113,12
113_13,2,2,0,0,pool,259,1,4,113,13
113_14,2,2,0,0,pool,259,1,4,113,14
114_0,2,1,0,1,room,259,0,4,114,0
114_1,2,2,0,0,room,259,0,4,114,1
114_2,2,2,0,0,room,259,0,4,114,2
114_3,2,2,0,0,room,259,0,4,114,3
114_4,0,2,2,0,room,259,0,4,114,4
114_5,1,2,1,0,room,259,0,4,114,5
114_6,0,2,2,0,room,259,0,4,114,6
114_7,1,2,1,0,room,259,0,4,114,7
114_8,0,2,2,0,room,259,0,4,114,8
114_9,0,1,2,1,room,259,0,4,114,9
114_10,1,2,1,0,room,259,1,4,114,10
114_11,2,2,0,0,room,259,1,4,114,11
114_12,2,2,0,0,room,259,1,4,114,12
114_13,2,2,0,0,room,259,1,4,114,13
114_14,1,2,1,0,room,259,1,4,114,14
114_15,2,2,0,0,room,259,1,4,114,15
114_16,2,2,0,0,room,259,1,4,114,16
114_17,0,0,2,2,room,259,1,4,114,17
114_18,2,2,0,0,room,259,1,4,114,18
114_19,2,2,0,0,room,259,1,4,114,19
115_0,2,2,0,0,facility,250,0,4,115,0
115_1,2,2,0,0,facility,250,0,4,115,1
115_5,0,1,2,1,facility,250,0,4,115,5
115_6,2,0,0,2,facility,250,0,4,115,6
115_8,2,2,0,0,facility,250,0,4,115,8
115_9,1,1,1,1,facility,250,0,4,115,9
115_10,2,2,0,0,facility,250,1,4,115,10
115_11,2,2,0,0,facility,250,1,4,115,11
115_12,2,1,0,1,facility,250,1,4,115,12
115_13,2,2,0,0,facility,250,1,4,115,13
115_14,2,1,0,1,facility,250,1,4,115,14
115_15,2,2,0,0,facility,250,1,4,115,15
115_16,2,0,0,2,facility,250,1,4,115,16
115_17,2,1,0,1,facility,250,1,4,115,17
115_18,2,2,0,0,facility,250,1,4,115,18
115_19,2,1,0,1,facility,250,1,4,115,19
116_0,1,1,1,1,restaurant,250,0,4,116,0
116_1,1,1,1,1,restaurant,250,0,4,116,1
116_2,2,1,0,1,restaurant,250,0,4,116,2
116_3,1,2,1,0,restaurant,250,0,4,116,3
116_4,1,1,1,1,restaurant,250,0,4,116,4
116_5,1,2,1,0,restaurant,250,0,4,116,5
116_6,1,1,1,1,restaurant,250,0,4,116,6
116_7,1,2,1,0,restaurant,250,0,4,116,7
116_8,1,2,1,0,restaurant,250,0,4,116,8
116_9,1,2,1,0,restaurant,250,0,4,116,9
116_10,2,2,0,0,restaurant,250,1,4,116,10
116_11,2,2,0,0,restaurant,250,1,4,116,11
116_12,2,2,0,0,restaurant,250,1,4,116,12
116_13,2,2,0,0,restaurant,250,1,4,116,13
116_14,2,1,0,1,restaurant,250,1,4,116,14
116_15,2,2,0,0,restaurant,250,1,4,116,15
116_16,2,2,0,0,restaurant,250,1,4,116,16
116_17,2,2,0,0,restaurant,250,1,4,116,17
116_18,2,1,0,1,restaurant,250,1,4,116,18
116_19,2,1,0,1,restaurant,250,1,4,116,19
117_0,2,2,0,0,room,250,0,4,117,0
117_1,1,2,1,0,room,250,0,4,117,1
117_2,2,2,0,0,room,250,0,4,117,2
117_3,2,2,0,0,room,250,0,4,117,3
117_4,2,1,0,1,room,250,0,4,117,4
117_5,2,1,0,1,room,250,0,4,117,5
117_6,2,2,0,0,room,250,0,4,117,6
117_7,0,0,2,2,room,250,0,4,117,7
117_8,0,2,2,0,room,250,0,4,117,8
117_9,0,2,2,0,room,250,0,4,117,9
117_10,2,1,0,1,room,250,1,4,117,10
117_11,2,2,0,0,room,250,1,4,117,11
117_12,2,2,0,0,room,250,1,4,117,12
117_13,2,2,0,0,room,250,1,4,117,13
117_14,1,2,1,0,room,250,1,4,117,14
117_15,1,2,1,0,room,250,1,4,117,15
117_16,2,2,0,0,room,250,1,4,117,16
117_17,2,2,0,0,room,250,1,4,117,17
117_18,2,0,0,2,room,250,1,4,117,18
117_19,2,0,0,2,room,250,2,4,117,19
117_20,2,2,0,0,room,250,2,4,117,20
117_21,2,2,0,0,room,250,2,4,117,21
117_22,2,1,0,1,room,250,2,4,117,22
117_23,2,2,0,0,room,250,2,4,117,23
117_24,2,2,0,0,room,250,2,4,117,24
117_25,2,1,0,1,room,250,2,4,117,25
117_26,2,0,0,2,room,250,2,4,117,26
117_27,2,0,0,2,room,250,2,4,117,27
117_28,2,2,0,0,room,250,2,4,117,28
118_0,2,1,0,1,reception,150,0,4,118,0
118_1,2,2,0,0,reception,150,0,4,118,1
118_2,2,1,0,1,reception,150,0,4,118,2
118_3,2,1,0,1,reception,150,0,4,118,3
118_4,2,1,0,1,reception,150,0,4,118,4
118_5,2,2,0,0,reception,150,0,4,118,5
118_6,2,1,0,1,reception,150,0,4,118,6
118_7,2,2,0,0,reception,150,0,4,118,7
118_8,2,1,0,1,reception,150,0,4,118,8
118_9,2,1,0,1,reception,150,0,4,118,9
118_10,2,1,0,1,reception,150,1,4,118,10
118_11,2,1,0,1,reception,150,1,4,118,11
118_12,2,1,0,1,reception,150,1,4,118,12
118_13,2,2,0,0,reception,150,1,4,118,13
118_14,2,1,0,1,reception,150,1,4,118,14
118_15,2,1,0,1,reception,150,2,4,118,15
118_16,2,2,0,0,reception,150,2,4,118,16
118_17,1,1,1,1,reception,150,2,4,118,17
118_18,2,1,0,1,reception,150,2,4,118,18
118_19,2,1,0,1,reception,150,2,4,118,19
118_20,2,2,0,0,reception,150,2,4,118,20
118_21,2,2,0,0,reception,150,2,4,118,21
118_22,2,1,0,1,reception,150,2,4,118,22
118_23,1,1,1,1,reception,150,2,4,118,23
118_24,0,1,2,1,reception,150,2,4,118,24
119_0,2,1,0,1,pool,150,0,4,119,0
119_1,2,2,0,0,pool,150,0,4,119,1
119_2,0,2,2,0,pool,150,0,4,119,2
119_3,2,2,0,0,pool,150,0,4,119,3
119_4,2,2,0,0,pool,150,0,4,119,4
119_5,2,1,0,1,pool,150,0,4,119,5
119_6,0,2,2,0,pool,150,0,4,119,6
119_7,0,2,2,0,pool,150,0,4,119,7
119_8,2,1,0,1,pool,150,0,4,119,8
119_9,2,1,0,1,pool,150,0,4,119,9
119_10,2,2,0,0,pool,150,1,4,119,10
119_11,2,1,0,1,pool,150,1,4,119,11
119_12,2,2,0,0,pool,150,1,4,119,12
119_13,2,2,0,0,pool,150,1,4,119,13
119_14,2,2,0,0,pool,150,1,4,119,14
119_15,2,1,0,1,pool,150,1,4,119,15
119_16,2,1,0,1,pool,150,1,4,119,16
119_17,2,2,0,0,pool,150,1,4,119,17
119_18,2,2,0,0,pool,150,1,4,119,18
119_19,2,2,0,0,pool,150,1,4,119,19
120_0,2,2,0,0,renovation_room,150,0,4,120,0
120_1,2,2,0,0,renovation_room,150,0,4,120,1
120_2,2,2,0,0,renovation_room,150,0,4,120,2
120_3,1,2,1,0,renovation_room,150,0,4,120,3
120_4,1,2,1,0,renovation_room,150,0,4,120,4
120_5,1,1,1,1,renovation_room,150,0,4,120,5
120_6,1,2,1,0,renovation_room,150,0,4,120,6
120_7,1,2,1,0,renovation_room,150,0,4,120,7
